Lat,6,7,8,9,10,11,12,13,14,15,16,17,18,19
48,,,,,,4.462,4.500,4.426,,,,,,
47,5.345,5.768,5.088,4.467,4.543,4.862,5.232,4.594,4.700,,,,,
46,4.959,4.190,4.850,5.840,4.838,5.951,5.589,6.129,5.714,5.793,,,,
45,5.247,4.904,6.316,6.457,6.516,6.643,6.668,6.774,6.571,6.206,,,,
44,6.071,6.273,6.116,6.813,6.654,6.102,6.351,6.766,6.878,6.860,6.412,,,
43,6.716,7.239,7.178,7.164,7.076,6.734,6.638,6.354,6.812,7.014,7.003,6.820,6.454,
42,,7.346,7.294,6.782,7.225,7.270,7.239,6.538,6.136,6.873,6.961,7.134,7.164,7.009
41,,7.398,7.355,7.093,7.269,7.384,7.394,7.326,7.201,6.668,6.513,7.066,7.256,7.220
40,,7.409,7.356,7.135,7.317,7.471,7.435,7.401,7.359,7.074,6.601,7.233,7.384,7.371
39,,7.364,7.439,7.436,7.436,7.484,7.444,7.367,7.319,7.307,7.149,7.066,7.481,7.499
38,,7.347,7.432,7.494,7.519,7.490,7.445,7.294,7.009,6.855,7.041,7.466,7.526,
37,,,,,,7.414,7.404,7.494,7.535,7.196,7.583,7.575,7.561,
36,,,,,,7.451,7.502,7.541,7.574,7.591,7.608,7.628,,
35,,,,,,7.409,7.501,7.576,7.625,7.652,,,,
