Lat,6,7,8,9,10,11,12,13,14,15,16,17,18,19
48,,,,,,0.459,0.488,0.559,,,,,,
47,0.622,0.688,0.810,0.348,0.528,0.592,0.727,0.402,1.049,,,,,
46,0.604,0.506,0.603,1.132,0.828,1.115,1.109,1.002,0.819,0.865,,,,
45,0.763,0.483,1.183,1.028,0.999,1.035,1.038,1.085,1.107,0.851,,,,
44,1.174,1.516,1.317,1.227,1.169,1.065,1.256,1.132,1.170,1.163,1.258,,,
43,1.392,1.454,1.459,1.430,1.446,1.384,1.352,1.204,1.421,1.377,1.438,1.419,1.378,
42,,1.577,1.560,1.426,1.633,1.623,1.574,1.564,1.321,1.439,1.444,1.526,1.470,1.489
41,,1.643,1.596,1.475,1.649,1.634,1.623,1.636,1.753,1.483,1.547,1.616,1.590,1.593
40,,1.705,1.693,1.598,1.730,1.726,1.685,1.719,1.736,1.751,1.649,1.784,1.780,1.706
39,,1.795,1.839,1.877,1.952,1.895,1.858,1.833,1.830,1.889,1.798,1.865,1.782,1.787
38,,1.940,1.954,2.009,2.077,2.058,1.952,1.898,1.757,1.575,1.615,1.955,1.888,
37,,,,,,2.084,2.051,2.157,2.215,2.055,2.100,2.008,2.018,
36,,,,,,2.291,2.254,2.239,2.205,2.243,2.253,2.136,,
35,,,,,,2.304,2.304,2.310,2.293,2.285,,,,
