Lat,6,7,8,9,10,11,12,13,14,15,16,17,18,19
48,,,,,,1.359,1.379,1.499,,,,,,
47,2.449,2.990,2.664,1.230,1.509,1.770,2.158,1.011,2.883,,,,,
46,1.925,1.315,1.916,3.301,2.193,3.307,3.078,3.200,2.764,2.805,,,,
45,2.076,1.334,3.424,3.478,3.437,3.494,3.439,3.425,3.283,2.774,,,,
44,3.032,3.741,3.342,3.431,3.350,2.952,3.061,3.434,3.581,3.588,3.416,,,
43,3.543,3.863,3.774,3.831,3.741,3.469,3.469,2.878,3.623,3.836,3.802,3.449,3.308,
42,,4.014,4.037,3.317,3.942,3.972,3.830,3.426,2.974,3.749,3.707,3.824,3.646,3.520
41,,4.162,4.129,3.689,4.021,4.043,4.034,3.982,4.002,3.358,3.525,3.767,3.851,3.765
40,,4.241,4.204,3.586,3.978,4.129,4.214,4.197,4.093,3.968,3.367,4.083,4.023,3.975
39,,4.357,4.287,4.133,4.315,4.313,4.270,4.313,4.323,4.286,4.074,3.949,4.180,4.180
38,,4.430,4.366,4.336,4.393,4.360,4.318,4.104,3.897,3.589,3.718,4.334,4.348,
37,,,,,,4.445,4.553,4.563,4.584,4.282,4.658,4.622,4.552,
36,,,,,,4.742,4.841,4.798,4.759,4.801,4.799,4.775,,
35,,,,,,4.771,4.875,4.915,4.918,4.923,,,,
