,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,18.0,18.0,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6
1,18.0,18.0,18.0,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6
2,18.0,18.0,18.0,18.0,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6
3,18.0,18.0,18.0,18.0,18.0,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6
4,18.0,18.0,18.0,18.0,18.0,18.0,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6
5,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.6,18.6,18.6,18.6,18.6,18.6,18.6
6,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.6,18.6,18.6,18.6,18.6,18.6
7,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.6,18.6,18.6,18.6,18.6
8,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.6,18.6,18.6,18.6
9,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.6,18.6,18.6
10,17.2,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.6,18.6
11,17.2,17.2,17.2,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.6
12,17.2,17.2,17.2,17.2,17.2,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
13,17.2,17.2,17.2,17.2,17.2,17.2,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
