Lat,6,7,8,9,10,11,12,13,14,15,16,17,18,19
48,,,,,,0.424,0.44,0.531,,,,,,
47,0.779,0.901,0.976,0.377,0.551,0.572,0.732,0.35,1.179,,,,,
46,0.701,0.512,0.711,1.344,0.834,1.326,1.231,1.185,0.964,0.993,,,,
45,0.874,0.559,1.301,1.138,1.086,1.129,1.139,1.105,1.222,1.008,,,,
44,1.342,1.724,1.505,1.409,1.361,1.291,1.283,1.172,1.292,1.332,1.423,,,
43,1.582,1.662,1.652,1.624,1.568,1.538,1.509,1.245,1.468,1.483,1.589,1.504,1.472,
42,,1.76,1.721,1.6,1.787,1.745,1.651,1.626,1.41,1.608,1.614,1.699,1.661,1.597
41,,1.862,1.794,1.584,1.798,1.792,1.767,1.718,1.861,1.57,1.648,1.765,1.783,1.746
40,,1.936,1.896,1.724,1.952,1.979,1.947,1.916,1.895,1.868,1.693,1.953,1.951,1.867
39,,2.037,2.047,2.074,2.161,2.138,2.104,2.066,2.001,2.017,1.971,2.07,1.947,1.955
38,,2.172,2.168,2.195,2.252,2.261,2.207,2.107,1.931,1.809,1.867,2.24,2.118,
37,,,,,,2.309,2.301,2.356,2.416,2.295,2.417,2.331,2.23,
36,,,,,,2.636,2.518,2.484,2.494,2.484,2.442,2.388,,
35,,,,,,2.658,2.618,2.592,2.567,2.528,,,,
