Lat,6,7,8,9,10,11,12,13,14,15,16,17,18,19
48,,,,,,2.023,1.969,1.943,,,,,,
47,2.092,2.081,2.094,1.996,2.083,2.178,2.114,1.798,2.276,,,,,
46,2.166,1.884,2.158,2.319,2.073,2.414,2.323,2.438,2.000,2.188,,,,
45,2.482,2.448,2.487,2.461,2.507,2.587,2.613,2.653,2.566,2.158,,,,
44,2.845,2.998,2.694,2.855,2.738,2.459,2.402,2.594,2.746,2.820,2.768,,,
43,3.049,3.124,3.126,3.162,3.094,2.891,2.938,2.536,2.806,2.997,3.006,2.889,2.901,
42,,3.235,3.268,3.005,3.236,3.321,3.221,2.981,2.784,2.927,3.002,3.157,3.131,3.026
41,,3.316,3.371,3.126,3.398,3.361,3.317,3.295,3.373,2.956,2.927,3.131,3.206,3.188
40,,3.404,3.461,3.324,3.409,3.389,3.428,3.431,3.454,3.400,3.102,3.331,3.367,3.345
39,,3.511,3.596,3.453,3.544,3.505,3.495,3.524,3.500,3.516,3.418,3.271,3.491,3.465
38,,3.663,3.676,3.691,3.737,3.685,3.621,3.401,3.229,2.944,2.826,3.538,3.510,
37,,,,,,3.598,3.651,3.711,3.743,3.337,3.764,3.664,3.628,
36,,,,,,3.884,3.815,3.824,3.843,3.896,3.860,3.826,,
35,,,,,,3.834,3.880,3.921,3.959,3.968,,,,
