Lat,6,7,8,9,10,11,12,13,14,15,16,17,18,19
48,,,,,,4.722,4.810,4.774,,,,,,
47,5.455,5.752,5.299,4.704,4.808,5.129,5.538,5.015,5.031,,,,,
46,5.255,4.602,5.114,6.203,5.277,6.258,5.965,6.451,5.956,5.949,,,,
45,5.634,5.459,6.678,6.804,6.772,6.934,6.941,6.942,6.742,6.424,,,,
44,6.358,6.646,6.399,7.015,6.909,6.494,6.612,6.988,7.102,7.078,6.745,,,
43,6.846,7.254,7.232,7.282,7.216,7.001,6.918,6.651,6.989,7.223,7.221,7.076,6.679,
42,,7.331,7.336,7.044,7.252,7.404,7.364,6.853,6.479,7.033,7.133,7.254,7.234,7.196
41,,7.358,7.335,7.196,7.404,7.451,7.460,7.429,7.332,6.946,6.763,7.215,7.333,7.333
40,,7.362,7.360,7.298,7.377,7.481,7.460,7.426,7.342,7.116,6.884,7.307,7.449,7.451
39,,7.357,7.374,7.359,7.447,7.488,7.476,7.396,7.390,7.367,7.228,7.119,7.524,7.550
38,,7.406,7.412,7.437,7.473,7.464,7.438,7.362,7.154,7.046,7.127,7.501,7.562,
37,,,,,,7.421,7.372,7.455,7.522,7.231,7.591,7.566,7.582,
36,,,,,,7.487,7.482,7.512,7.542,7.590,7.588,7.592,,
35,,,,,,7.415,7.490,7.553,7.596,7.619,,,,
