,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,18.4,18.4,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5
1,18.4,18.4,18.4,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5
2,18.4,18.4,18.4,18.4,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5
3,18.4,18.4,18.4,18.4,18.4,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5
4,18.4,18.4,18.4,18.4,18.4,18.4,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5
5,18.4,18.4,18.4,18.4,18.4,18.4,18.4,20.5,20.5,20.5,20.5,20.5,20.5,20.5
6,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,20.5,20.5,20.5,20.5,20.5,20.5
7,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,20.5,20.5,20.5,20.5,20.5
8,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,20.5,20.5,20.5,20.5
9,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,20.5,20.5,20.5
10,17.8,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,20.5,20.5
11,17.8,17.8,17.8,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,20.5
12,17.8,17.8,17.8,17.8,17.8,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4
13,17.8,17.8,17.8,17.8,17.8,17.8,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4
